Name,#,Nation,Pos,Year,Team,Matchday,Team 1,Team 2,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG
Daisuke Suzuki,4,jp  JPN,CB,2020,Urawa Red Diamonds,Matchweek 1,Shonan Bellmare,Urawa Red Diamonds,90,0,0,0,0,0,0,0,0,2,1,0,0,1,2,0
