Name,#,Nation,Pos,Year,Team,Matchday,Team 1,Team 2,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG
Hayao Kawabe,8,jp  JPN,DM,2020,Sanfrecce Hiroshima,Matchweek 1,Sanfrecce Hiroshima,Kashima Antlers,90,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0
