Name,#,Nation,Pos,Year,Team,Matchday,Team 1,Team 2,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG
Takahiro Ogihara,6,jp  JPN,DM,2020,Yokohama F. Marinos,Matchweek 1,Yokohama F. Marinos,Gamba Osaka,90,0,1,0,0,2,0,0,0,0,0,0,3,1,2,0
