Name,#,Nation,Team,Year,Matchday,Team 1,Team 2,Min,Gls,Ast,PK,Pkatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKWon,PKCon
"Nago, Shintaro",30,JPN,Kashima Antlers,2020,1,Sanfrecce Hiroshima,Kashima Antlers,25,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
