Name,#,Nation,Team,Year,Matchday,Team 1,Team 2,Min,Gls,Ast,PK,Pkatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKWon,PKCon
"Shinada, Manato",44,JPN,FC Tokyo,2020,12,FC Tokyo,Shonan Bellmare,90,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"Shinada, Manato",44,JPN,FC Tokyo,2020,14,Oita Trinita,FC Tokyo,90,0,0,0,0,1,0,0,0,0,1,0,1,0,2,0,0,0
