Name,#,Nation,Pos,Year,Team,Matchday,Team 1,Team 2,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG
Noriaki Fujimoto,9,jp  JPN,FW,2020,Vissel Kobe,Matchweek 1,Vissel Kobe,Yokohama FC,56,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
