Name,#,Nation,Pos,Year,Team,Matchday,Team 1,Team 2,Min,SoTA,GA,Saves,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG
Jung Sung-ryong,1,kr  KOR,GK,2020,Kawasaki Frontale,Matchweek 1,Kawasaki Frontale,Sagan Tosu,90,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
