Name,#,Nation,Pos,Year,Team,Matchday,Team 1,Team 2,Min,SoTA,GA,Saves,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG
Jakub Słowik,27,pl  POL,GK,2020,Vegalta Sendai,Matchweek 1,Vegalta Sendai,Nagoya Grampus,90,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
