Name,#,Nation,Pos,Year,Team,Matchday,Team 1,Team 2,Min,SoTA,GA,Saves,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG
Park Iru-gyu,1,kr  KOR,GK,2020,Yokohama F. Marinos,Matchweek 1,Yokohama F. Marinos,Gamba Osaka,90,7,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
