Name,#,Nation,Pos,Year,Team,Matchday,Team 1,Team 2,Min,SoTA,GA,Saves,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG
Mitchell Langerak,1,au  AUS,GK,2020,Nagoya Grampus,Matchweek 1,Vegalta Sendai,Nagoya Grampus,90,3,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
