Name,#,Nation,Pos,Year,Team,Matchday,Team 1,Team 2,Min,SoTA,GA,Saves,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG
Shusaku Nishikawa,1,jp  JPN,GK,2020,Urawa Red Diamonds,Matchweek 1,Shonan Bellmare,Urawa Red Diamonds,90,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
