Name,#,Nation,Team,Year,Matchday,Team 1,Team 2,Min,SoTA,GA,Saves,Saves%,Gls,Ast,PK,Pkatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKWon,PKCon
"Jin-hyeon, Kim",21,KOR,Cerezo Osaka,2020,1,Cerezo Osaka,Oita Trinita,90,2,0,2,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jin-hyeon, Kim",21,KOR,Cerezo Osaka,2020,2,Gamba Osaka,Cerezo Osaka,90,4,1,4,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jin-hyeon, Kim",21,KOR,Cerezo Osaka,2020,3,Cerezo Osaka,Shimizu S-Pulse,90,3,0,3,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jin-hyeon, Kim",21,KOR,Cerezo Osaka,2020,4,Cerezo Osaka,Nagoya Grampus,90,5,2,3,.600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jin-hyeon, Kim",21,KOR,Cerezo Osaka,2020,5,Sanfrecce Hiroshima,Cerezo Osaka,90,6,1,6,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jin-hyeon, Kim",21,KOR,Cerezo Osaka,2020,6,Cerezo Osaka,Vissel Kobe,90,4,0,4,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jin-hyeon, Kim",21,KOR,Cerezo Osaka,2020,7,Sagan Tosu,Cerezo Osaka,90,5,1,4,.800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jin-hyeon, Kim",21,KOR,Cerezo Osaka,2020,8,Shonan Bellmare,Cerezo Osaka,90,1,0,1,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jin-hyeon, Kim",21,KOR,Cerezo Osaka,2020,9,Cerezo Osaka,FC Tokyo,90,5,0,5,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jin-hyeon, Kim",21,KOR,Cerezo Osaka,2020,10,Kashiwa Reysol,Cerezo Osaka,90,9,1,8,.889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jin-hyeon, Kim",21,KOR,Cerezo Osaka,2020,11,Kawasaki Frontale,Cerezo Osaka,90,8,5,4,.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jin-hyeon, Kim",21,KOR,Cerezo Osaka,2020,12,Cerezo Osaka,Vegalta Sendai,90,2,1,1,.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jin-hyeon, Kim",21,KOR,Cerezo Osaka,2020,13,Yokohama FC,Cerezo Osaka,90,5,1,4,.800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jin-hyeon, Kim",21,KOR,Cerezo Osaka,2020,14,Cerezo Osaka,Urawa Red Diamonds,90,1,0,1,1.000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Jin-hyeon, Kim",21,KOR,Cerezo Osaka,2020,15,Cerezo Osaka,Hokkaido Consadole Sapporo,90,3,0,3,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
