Name,#,Nation,Team,Year,Matchday,Team 1,Team 2,Min,SoTA,GA,Saves,Saves%,Gls,Ast,PK,Pkatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKWon,PKCon
"Hayashi, Akihiro",33,JPN,FC Tokyo,2020,1,Shimizu S-Pulse,FC Tokyo,90,4,1,3,.750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hayashi, Akihiro",33,JPN,FC Tokyo,2020,2,Kashiwa Reysol,FC Tokyo,90,1,0,1,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hayashi, Akihiro",33,JPN,FC Tokyo,2020,3,FC Tokyo,Kawasaki Frontale,90,7,4,3,.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hayashi, Akihiro",33,JPN,FC Tokyo,2020,4,Yokohama F. Marinos,FC Tokyo,90,1,1,0,.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hayashi, Akihiro",33,JPN,FC Tokyo,2020,5,FC Tokyo,Urawa Red Diamonds,90,1,0,1,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hayashi, Akihiro",33,JPN,FC Tokyo,2020,6,Hokkaido Consadole Sapporo,FC Tokyo,90,3,1,2,.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hayashi, Akihiro",33,JPN,FC Tokyo,2020,7,Kashima Antlers,FC Tokyo,90,8,2,6,.750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hayashi, Akihiro",33,JPN,FC Tokyo,2020,8,FC Tokyo,Sagan Tosu,90,6,3,3,.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hayashi, Akihiro",33,JPN,FC Tokyo,2020,12,FC Tokyo,Shonan Bellmare,90,4,0,4,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hayashi, Akihiro",33,JPN,FC Tokyo,2020,13,Gamba Osaka,FC Tokyo,90,7,1,6,.857,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Hayashi, Akihiro",33,JPN,FC Tokyo,2020,14,Oita Trinita,FC Tokyo,90,1,0,1,1.000,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Hayashi, Akihiro",33,JPN,FC Tokyo,2020,15,FC Tokyo,Yokohama FC,90,5,1,4,.800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hayashi, Akihiro",33,JPN,FC Tokyo,2020,16,Vissel Kobe,FC Tokyo,90,4,2,2,.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hayashi, Akihiro",33,JPN,FC Tokyo,2020,17,FC Tokyo,Vegalta Sendai,90,4,0,4,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hayashi, Akihiro",33,JPN,FC Tokyo,2020,18,FC Tokyo,Cerezo Osaka,90,4,0,4,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hayashi, Akihiro",33,JPN,FC Tokyo,2020,19,Sagan Tosu,FC Tokyo,90,5,3,2,.400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hayashi, Akihiro",33,JPN,FC Tokyo,2020,21,FC Tokyo,Gamba Osaka,90,3,1,3,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hayashi, Akihiro",33,JPN,FC Tokyo,2020,22,FC Tokyo,Shimizu S-Pulse,90,1,1,0,.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hayashi, Akihiro",33,JPN,FC Tokyo,2020,23,Yokohama FC,FC Tokyo,90,3,1,2,.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hayashi, Akihiro",33,JPN,FC Tokyo,2020,24,FC Tokyo,Oita Trinita,90,5,3,2,.400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hayashi, Akihiro",33,JPN,FC Tokyo,2020,26,FC Tokyo,Kashima Antlers,90,10,2,8,.800,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Hayashi, Akihiro",33,JPN,FC Tokyo,2020,28,FC Tokyo,Yokohama F. Marinos,90,5,4,1,.200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hayashi, Akihiro",33,JPN,FC Tokyo,2020,29,Urawa Red Diamonds,FC Tokyo,90,2,0,2,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
