Name,#,Nation,Team,Year,Matchday,Team 1,Team 2,Min,SoTA,GA,Saves,Saves%,Gls,Ast,PK,Pkatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKWon,PKCon
"Kyunggun, Mun",22,KOR,Oita Trinita,2020,9,Kawasaki Frontale,Oita Trinita,90,6,2,4,.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kyunggun, Mun",22,KOR,Oita Trinita,2020,10,Oita Trinita,Yokohama F. Marinos,90,2,0,2,1.000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Kyunggun, Mun",22,KOR,Oita Trinita,2020,11,Hokkaido Consadole Sapporo,Oita Trinita,90,5,1,4,.800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kyunggun, Mun",22,KOR,Oita Trinita,2020,12,Oita Trinita,Kashiwa Reysol,90,6,0,6,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kyunggun, Mun",22,KOR,Oita Trinita,2020,13,Urawa Red Diamonds,Oita Trinita,90,5,2,3,.600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kyunggun, Mun",22,KOR,Oita Trinita,2020,14,Oita Trinita,FC Tokyo,90,2,1,1,.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kyunggun, Mun",22,KOR,Oita Trinita,2020,15,Oita Trinita,Shonan Bellmare,90,3,2,1,.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kyunggun, Mun",22,KOR,Oita Trinita,2020,16,Vegalta Sendai,Oita Trinita,90,3,0,3,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kyunggun, Mun",22,KOR,Oita Trinita,2020,17,Oita Trinita,Yokohama FC,90,3,0,3,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kyunggun, Mun",22,KOR,Oita Trinita,2020,18,Oita Trinita,Sanfrecce Hiroshima,90,2,2,0,.000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Kyunggun, Mun",22,KOR,Oita Trinita,2020,19,Kashima Antlers,Oita Trinita,90,5,0,5,1.000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Kyunggun, Mun",22,KOR,Oita Trinita,2020,20,Oita Trinita,Shimizu S-Pulse,90,2,1,1,.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kyunggun, Mun",22,KOR,Oita Trinita,2020,21,Yokohama F. Marinos,Oita Trinita,90,6,4,2,.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kyunggun, Mun",22,KOR,Oita Trinita,2020,22,Vissel Kobe,Oita Trinita,90,3,1,2,.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kyunggun, Mun",22,KOR,Oita Trinita,2020,23,Oita Trinita,Gamba Osaka,90,4,1,3,.750,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Kyunggun, Mun",22,KOR,Oita Trinita,2020,24,FC Tokyo,Oita Trinita,90,9,2,7,.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kyunggun, Mun",22,KOR,Oita Trinita,2020,34,Sagan Tosu,Oita Trinita,90,8,2,6,.750,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
