Name,#,Nation,Team,Year,Matchday,Team 1,Team 2,Min,SoTA,GA,Saves,Saves%,Gls,Ast,PK,Pkatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKWon,PKCon
"Ōsako, Keisuke",38,JPN,Sanfrecce,2020,1,Sanfrecce Hiroshima,Kashima Antlers,90,3,0,3,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ōsako, Keisuke",38,JPN,Sanfrecce,2020,2,Vissel Kobe,Sanfrecce Hiroshima,90,4,0,4,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ōsako, Keisuke",38,JPN,Sanfrecce,2020,3,Sanfrecce Hiroshima,Oita Trinita,90,7,2,5,.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ōsako, Keisuke",38,JPN,Sanfrecce,2020,8,Yokohama FC,Sanfrecce Hiroshima,90,2,0,2,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ōsako, Keisuke",38,JPN,Sanfrecce,2020,9,Sanfrecce Hiroshima,Shonan Bellmare,90,1,0,1,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ōsako, Keisuke",38,JPN,Sanfrecce,2020,10,Urawa Red Diamonds,Sanfrecce Hiroshima,90,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ōsako, Keisuke",38,JPN,Sanfrecce,2020,11,Sanfrecce Hiroshima,FC Tokyo,90,6,3,3,.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ōsako, Keisuke",38,JPN,Sanfrecce,2020,12,Yokohama F. Marinos,Sanfrecce Hiroshima,90,4,3,1,.250,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Ōsako, Keisuke",38,JPN,Sanfrecce,2020,13,Sanfrecce Hiroshima,Vegalta Sendai,90,6,1,5,.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ōsako, Keisuke",38,JPN,Sanfrecce,2020,14,Hokkaido Consadole Sapporo,Sanfrecce Hiroshima,90,3,0,3,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ōsako, Keisuke",38,JPN,Sanfrecce,2020,15,Sanfrecce Hiroshima,Shimizu S-Pulse,90,6,1,5,.833,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
