Name,#,Nation,Team,Year,Matchday,Team 1,Team 2,Min,SoTA,GA,Saves,Saves%,Gls,Ast,PK,Pkatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKWon,PKCon
"Słowik, Jakub",27,POL,Vegalta Sendai,2020,1,Vegalta Sendai,Nagoya Grampus,90,3,1,2,.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Słowik, Jakub",27,POL,Vegalta Sendai,2020,6,Vegalta Sendai,Kawasaki Frontale,90,6,3,3,.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Słowik, Jakub",27,POL,Vegalta Sendai,2020,8,Vegalta Sendai,Yokohama F. Marinos,90,4,1,3,.750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Słowik, Jakub",27,POL,Vegalta Sendai,2020,9,Vissel Kobe,Vegalta Sendai,90,6,1,5,.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Słowik, Jakub",27,POL,Vegalta Sendai,2020,10,Vegalta Sendai,Shimizu S-Pulse,90,3,0,3,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Słowik, Jakub",27,POL,Vegalta Sendai,2020,11,Vegalta Sendai,Sagan Tosu,90,6,3,3,.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Słowik, Jakub",27,POL,Vegalta Sendai,2020,12,Cerezo Osaka,Vegalta Sendai,90,4,2,2,.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Słowik, Jakub",27,POL,Vegalta Sendai,2020,13,Sanfrecce Hiroshima,Vegalta Sendai,90,5,1,4,.800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Słowik, Jakub",27,POL,Vegalta Sendai,2020,14,Vegalta Sendai,Gamba Osaka,90,6,4,2,.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Słowik, Jakub",27,POL,Vegalta Sendai,2020,15,Kashima Antlers,Vegalta Sendai,90,5,2,3,.600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Słowik, Jakub",27,POL,Vegalta Sendai,2020,16,Vegalta Sendai,Oita Trinita,90,6,3,3,.500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Słowik, Jakub",27,POL,Vegalta Sendai,2020,17,FC Tokyo,Vegalta Sendai,90,3,1,2,.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Słowik, Jakub",27,POL,Vegalta Sendai,2020,19,Vegalta Sendai,Cerezo Osaka,90,5,3,2,.400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Słowik, Jakub",27,POL,Vegalta Sendai,2020,21,Kawasaki Frontale,Vegalta Sendai,90,7,1,6,.857,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Słowik, Jakub",27,POL,Vegalta Sendai,2020,22,Vegalta Sendai,Yokohama FC,90,2,0,2,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Słowik, Jakub",27,POL,Vegalta Sendai,2020,23,Urawa Red Diamonds,Vegalta Sendai,90,8,6,3,.375,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
"Słowik, Jakub",27,POL,Vegalta Sendai,2020,24,Nagoya Grampus,Vegalta Sendai,90,6,1,5,.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Słowik, Jakub",27,POL,Vegalta Sendai,2020,25,Vegalta Sendai,Sanfrecce Hiroshima,90,5,0,5,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Słowik, Jakub",27,POL,Vegalta Sendai,2020,26,Vegalta Sendai,Kashiwa Reysol,90,4,2,2,.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Słowik, Jakub",27,POL,Vegalta Sendai,2020,27,Gamba Osaka,Vegalta Sendai,90,1,0,1,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Słowik, Jakub",27,POL,Vegalta Sendai,2020,28,Vegalta Sendai,Kashima Antlers,90,7,3,4,.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Słowik, Jakub",27,POL,Vegalta Sendai,2020,29,Sagan Tosu,Vegalta Sendai,90,8,0,8,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Słowik, Jakub",27,POL,Vegalta Sendai,2020,30,Vegalta Sendai,Vissel Kobe,90,8,3,5,.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Słowik, Jakub",27,POL,Vegalta Sendai,2020,31,Oita Trinita,Vegalta Sendai,90,1,0,1,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Słowik, Jakub",27,POL,Vegalta Sendai,2020,32,Vegalta Sendai,FC Tokyo,90,4,2,2,.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Słowik, Jakub",27,POL,Vegalta Sendai,2020,33,Shimizu S-Pulse,Vegalta Sendai,90,3,2,1,.333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Słowik, Jakub",27,POL,Vegalta Sendai,2020,34,Vegalta Sendai,Shonan Bellmare,90,2,0,2,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
