Name,#,Nation,Team,Year,Matchday,Team 1,Team 2,Min,SoTA,GA,Saves,Saves%,Gls,Ast,PK,Pkatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKWon,PKCon
"Ōkubo, Takuo",39,JPN,S-Pulse,2020,13,Kawasaki Frontale,Shimizu S-Pulse,90,15,5,10,.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ōkubo, Takuo",39,JPN,S-Pulse,2020,14,Shimizu S-Pulse,Kashiwa Reysol,90,3,2,1,.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ōkubo, Takuo",39,JPN,S-Pulse,2020,15,Sanfrecce Hiroshima,Shimizu S-Pulse,90,6,4,2,.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ōkubo, Takuo",39,JPN,S-Pulse,2020,16,Shimizu S-Pulse,Kashima Antlers,90,6,2,4,.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ōkubo, Takuo",39,JPN,S-Pulse,2020,17,Shonan Bellmare,Shimizu S-Pulse,90,2,0,2,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ōkubo, Takuo",39,JPN,S-Pulse,2020,18,Shimizu S-Pulse,Urawa Red Diamonds,90,4,2,2,.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ōkubo, Takuo",39,JPN,S-Pulse,2020,19,Nagoya Grampus,Shimizu S-Pulse,90,5,3,2,.400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ōkubo, Takuo",39,JPN,S-Pulse,2020,20,Oita Trinita,Shimizu S-Pulse,90,5,2,3,.600,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Ōkubo, Takuo",39,JPN,S-Pulse,2020,24,Yokohama F. Marinos,Shimizu S-Pulse,90,7,3,4,.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ōkubo, Takuo",39,JPN,S-Pulse,2020,29,Yokohama FC,Shimizu S-Pulse,90,3,1,2,.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ōkubo, Takuo",39,JPN,S-Pulse,2020,30,Shimizu S-Pulse,Shonan Bellmare,90,3,1,2,.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ōkubo, Takuo",39,JPN,S-Pulse,2020,31,Shimizu S-Pulse,Kawasaki Frontale,90,9,2,7,.778,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Ōkubo, Takuo",39,JPN,S-Pulse,2020,32,Kashima Antlers,Shimizu S-Pulse,90,7,2,5,.714,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Ōkubo, Takuo",39,JPN,S-Pulse,2020,33,Shimizu S-Pulse,Vegalta Sendai,90,4,3,1,.250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ōkubo, Takuo",39,JPN,S-Pulse,2020,34,Gamba Osaka,Shimizu S-Pulse,90,4,0,4,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
