Name,#,Nation,Team,Year,Matchday,Team 1,Team 2,Min,SoTA,GA,Saves,Saves%,Gls,Ast,PK,Pkatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKWon,PKCon
"Iikura, Hiroki",18,JPN,Vissel Kobe,2020,2,Vissel Kobe,Sanfrecce Hiroshima,90,5,3,2,.400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iikura, Hiroki",18,JPN,Vissel Kobe,2020,3,Sagan Tosu,Vissel Kobe,90,2,0,2,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iikura, Hiroki",18,JPN,Vissel Kobe,2020,4,Oita Trinita,Vissel Kobe,90,4,1,3,.750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iikura, Hiroki",18,JPN,Vissel Kobe,2020,5,Vissel Kobe,Shimizu S-Pulse,90,4,1,3,.750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iikura, Hiroki",18,JPN,Vissel Kobe,2020,6,Cerezo Osaka,Vissel Kobe,90,3,0,3,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iikura, Hiroki",18,JPN,Vissel Kobe,2020,7,Vissel Kobe,Gamba Osaka,90,5,2,3,.600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iikura, Hiroki",18,JPN,Vissel Kobe,2020,8,Hokkaido Consadole Sapporo,Vissel Kobe,90,5,2,3,.600,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"Iikura, Hiroki",18,JPN,Vissel Kobe,2020,9,Vissel Kobe,Vegalta Sendai,90,4,2,2,.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iikura, Hiroki",18,JPN,Vissel Kobe,2020,10,Kashima Antlers,Vissel Kobe,90,7,2,5,.714,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Iikura, Hiroki",18,JPN,Vissel Kobe,2020,11,Vissel Kobe,Kashiwa Reysol,90,7,3,4,.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iikura, Hiroki",18,JPN,Vissel Kobe,2020,13,Vissel Kobe,Yokohama F. Marinos,90,4,3,2,.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iikura, Hiroki",18,JPN,Vissel Kobe,2020,15,Kawasaki Frontale,Vissel Kobe,90,6,3,5,.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iikura, Hiroki",18,JPN,Vissel Kobe,2020,24,Vissel Kobe,Kawasaki Frontale,90,5,2,3,.600,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
