Name,#,Nation,Team,Year,Matchday,Team 1,Team 2,Min,SoTA,GA,Saves,Saves%,Gls,Ast,PK,Pkatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKWon,PKCon
"Oki, Yuya",31,JPN,Kashima Antlers,2020,9,Kashima Antlers,Sagan Tosu,90,3,0,3,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oki, Yuya",31,JPN,Kashima Antlers,2020,12,Kashima Antlers,Gamba Osaka,90,6,1,5,.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oki, Yuya",31,JPN,Kashima Antlers,2020,13,Kashiwa Reysol,Kashima Antlers,90,5,2,3,.600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oki, Yuya",31,JPN,Kashima Antlers,2020,14,Nagoya Grampus,Kashima Antlers,90,3,1,2,.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oki, Yuya",31,JPN,Kashima Antlers,2020,15,Kashima Antlers,Vegalta Sendai,90,2,1,1,.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oki, Yuya",31,JPN,Kashima Antlers,2020,16,Shimizu S-Pulse,Kashima Antlers,90,2,1,1,.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oki, Yuya",31,JPN,Kashima Antlers,2020,17,Cerezo Osaka,Kashima Antlers,90,3,1,2,.667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Oki, Yuya",31,JPN,Kashima Antlers,2020,18,Kashima Antlers,Shonan Bellmare,90,4,0,4,1.000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Oki, Yuya",31,JPN,Kashima Antlers,2020,19,Kashima Antlers,Oita Trinita,90,2,2,0,.000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Oki, Yuya",31,JPN,Kashima Antlers,2020,20,Gamba Osaka,Kashima Antlers,90,3,2,2,.667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Oki, Yuya",31,JPN,Kashima Antlers,2020,21,Kashima Antlers,Yokohama FC,90,4,2,2,.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oki, Yuya",31,JPN,Kashima Antlers,2020,22,Sagan Tosu,Kashima Antlers,90,6,1,5,.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oki, Yuya",31,JPN,Kashima Antlers,2020,23,Hokkaido Consadole Sapporo,Kashima Antlers,90,3,1,2,.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oki, Yuya",31,JPN,Kashima Antlers,2020,24,Kashima Antlers,Sanfrecce Hiroshima,90,2,0,2,1.000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Oki, Yuya",31,JPN,Kashima Antlers,2020,25,Kashima Antlers,Nagoya Grampus,90,4,2,3,.750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oki, Yuya",31,JPN,Kashima Antlers,2020,26,FC Tokyo,Kashima Antlers,90,2,1,1,.500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Oki, Yuya",31,JPN,Kashima Antlers,2020,27,Kashima Antlers,Kawasaki Frontale,90,6,1,5,.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oki, Yuya",31,JPN,Kashima Antlers,2020,28,Vegalta Sendai,Kashima Antlers,90,4,1,3,.750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oki, Yuya",31,JPN,Kashima Antlers,2020,29,Kashima Antlers,Kashiwa Reysol,90,9,4,5,.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oki, Yuya",31,JPN,Kashima Antlers,2020,30,Kashima Antlers,Urawa Red Diamonds,90,4,0,4,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oki, Yuya",31,JPN,Kashima Antlers,2020,31,Yokohama F. Marinos,Kashima Antlers,90,6,2,4,.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oki, Yuya",31,JPN,Kashima Antlers,2020,32,Kashima Antlers,Shimizu S-Pulse,90,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oki, Yuya",31,JPN,Kashima Antlers,2020,33,Vissel Kobe,Kashima Antlers,90,3,1,2,.667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Oki, Yuya",31,JPN,Kashima Antlers,2020,34,Kashima Antlers,Cerezo Osaka,90,5,1,4,.800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
