Name,#,Nation,Team,Year,Matchday,Team 1,Team 2,Min,SoTA,GA,Saves,Saves%,Gls,Ast,PK,Pkatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKWon,PKCon
"Rokutan, Yuji",44,JPN,Yokohama FC,2020,1,Vissel Kobe,Yokohama FC,90,6,1,5,.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rokutan, Yuji",44,JPN,Yokohama FC,2020,2,Yokohama FC,Hokkaido Consadole Sapporo,90,3,2,1,.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rokutan, Yuji",44,JPN,Yokohama FC,2020,3,Kashiwa Reysol,Yokohama FC,90,4,1,3,.750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rokutan, Yuji",44,JPN,Yokohama FC,2020,4,Yokohama FC,Vegalta Sendai,11,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Rokutan, Yuji",44,JPN,Yokohama FC,2020,10,Yokohama FC,Shonan Bellmare,90,2,2,0,.000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Rokutan, Yuji",44,JPN,Yokohama FC,2020,11,Yokohama FC,Kashima Antlers,90,5,0,5,1.000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Rokutan, Yuji",44,JPN,Yokohama FC,2020,13,Yokohama FC,Cerezo Osaka,90,3,2,1,.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rokutan, Yuji",44,JPN,Yokohama FC,2020,17,Oita Trinita,Yokohama FC,90,2,1,2,.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rokutan, Yuji",44,JPN,Yokohama FC,2020,18,Kawasaki Frontale,Yokohama FC,90,6,3,3,.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rokutan, Yuji",44,JPN,Yokohama FC,2020,19,Urawa Red Diamonds,Yokohama FC,90,2,0,2,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rokutan, Yuji",44,JPN,Yokohama FC,2020,20,Yokohama FC,Kashiwa Reysol,90,5,3,2,.400,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"Rokutan, Yuji",44,JPN,Yokohama FC,2020,21,Kashima Antlers,Yokohama FC,90,6,3,3,.500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Rokutan, Yuji",44,JPN,Yokohama FC,2020,22,Vegalta Sendai,Yokohama FC,90,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rokutan, Yuji",44,JPN,Yokohama FC,2020,23,Yokohama FC,FC Tokyo,90,3,0,3,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rokutan, Yuji",44,JPN,Yokohama FC,2020,24,Hokkaido Consadole Sapporo,Yokohama FC,90,8,3,5,.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rokutan, Yuji",44,JPN,Yokohama FC,2020,25,Shonan Bellmare,Yokohama FC,90,4,1,3,.750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rokutan, Yuji",44,JPN,Yokohama FC,2020,26,Yokohama FC,Oita Trinita,90,4,3,1,.250,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Rokutan, Yuji",44,JPN,Yokohama FC,2020,28,Yokohama FC,Vissel Kobe,90,2,1,1,.500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Rokutan, Yuji",44,JPN,Yokohama FC,2020,30,Cerezo Osaka,Yokohama FC,90,3,1,2,.667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Rokutan, Yuji",44,JPN,Yokohama FC,2020,31,Yokohama FC,Sagan Tosu,90,5,1,4,.800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rokutan, Yuji",44,JPN,Yokohama FC,2020,32,Nagoya Grampus,Yokohama FC,90,3,0,3,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rokutan, Yuji",44,JPN,Yokohama FC,2020,33,Yokohama FC,Gamba Osaka,90,9,2,7,.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rokutan, Yuji",44,JPN,Yokohama FC,2020,34,Yokohama FC,Yokohama F. Marinos,90,6,1,5,.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
