Name,#,Nation,Team,Year,Matchday,Team 1,Team 2,Min,SoTA,GA,Saves,Saves%,Gls,Ast,PK,Pkatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKWon,PKCon
"Sugeno, Takanori",1,JPN,Consa Sapporo,2020,2,Yokohama FC,Hokkaido Consadole Sapporo,90,3,1,2,.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sugeno, Takanori",1,JPN,Consa Sapporo,2020,3,Kashima Antlers,Hokkaido Consadole Sapporo,90,5,0,5,1.000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Sugeno, Takanori",1,JPN,Consa Sapporo,2020,4,Shonan Bellmare,Hokkaido Consadole Sapporo,90,3,0,3,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sugeno, Takanori",1,JPN,Consa Sapporo,2020,5,Vegalta Sendai,Hokkaido Consadole Sapporo,90,7,2,5,.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sugeno, Takanori",1,JPN,Consa Sapporo,2020,6,Hokkaido Consadole Sapporo,FC Tokyo,90,4,1,3,.750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sugeno, Takanori",1,JPN,Consa Sapporo,2020,7,Hokkaido Consadole Sapporo,Yokohama F. Marinos,90,4,1,3,.750,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Sugeno, Takanori",1,JPN,Consa Sapporo,2020,8,Hokkaido Consadole Sapporo,Vissel Kobe,90,5,3,2,.400,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Sugeno, Takanori",1,JPN,Consa Sapporo,2020,9,Shimizu S-Pulse,Hokkaido Consadole Sapporo,90,4,3,2,.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sugeno, Takanori",1,JPN,Consa Sapporo,2020,10,Hokkaido Consadole Sapporo,Kawasaki Frontale,90,12,6,6,.500,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Sugeno, Takanori",1,JPN,Consa Sapporo,2020,11,Hokkaido Consadole Sapporo,Oita Trinita,90,5,1,4,.800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sugeno, Takanori",1,JPN,Consa Sapporo,2020,12,Sagan Tosu,Hokkaido Consadole Sapporo,90,1,0,1,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sugeno, Takanori",1,JPN,Consa Sapporo,2020,13,Hokkaido Consadole Sapporo,Nagoya Grampus,90,3,0,2,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sugeno, Takanori",1,JPN,Consa Sapporo,2020,14,Hokkaido Consadole Sapporo,Sanfrecce Hiroshima,90,1,2,0,-1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sugeno, Takanori",1,JPN,Consa Sapporo,2020,15,Cerezo Osaka,Hokkaido Consadole Sapporo,90,3,2,1,.333,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"Sugeno, Takanori",1,JPN,Consa Sapporo,2020,16,Hokkaido Consadole Sapporo,Urawa Red Diamonds,90,5,4,2,.400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sugeno, Takanori",1,JPN,Consa Sapporo,2020,17,Hokkaido Consadole Sapporo,Gamba Osaka,90,2,1,1,.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
