Name,#,Nation,Team,Year,Matchday,Team 1,Team 2,Min,SoTA,GA,Saves,Saves%,Gls,Ast,PK,Pkatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKWon,PKCon
"Sugeno, Takanori",1,JPN,Consa Sapporo,2020,18,Hokkaido Consadole Sapporo,Kashiwa Reysol,90,6,1,5,.833,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Sugeno, Takanori",1,JPN,Consa Sapporo,2020,24,Hokkaido Consadole Sapporo,Yokohama FC,90,1,0,1,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sugeno, Takanori",1,JPN,Consa Sapporo,2020,25,Gamba Osaka,Hokkaido Consadole Sapporo,90,4,2,2,.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sugeno, Takanori",1,JPN,Consa Sapporo,2020,26,Kawasaki Frontale,Hokkaido Consadole Sapporo,90,7,0,7,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sugeno, Takanori",1,JPN,Consa Sapporo,2020,27,Hokkaido Consadole Sapporo,Sagan Tosu,90,6,1,5,.833,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Sugeno, Takanori",1,JPN,Consa Sapporo,2020,28,Hokkaido Consadole Sapporo,Shimizu S-Pulse,90,3,1,2,.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sugeno, Takanori",1,JPN,Consa Sapporo,2020,29,Yokohama F. Marinos,Hokkaido Consadole Sapporo,90,9,4,5,.556,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Sugeno, Takanori",1,JPN,Consa Sapporo,2020,30,Sanfrecce Hiroshima,Hokkaido Consadole Sapporo,90,6,2,4,.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sugeno, Takanori",1,JPN,Consa Sapporo,2020,31,Hokkaido Consadole Sapporo,Cerezo Osaka,90,7,3,4,.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sugeno, Takanori",1,JPN,Consa Sapporo,2020,32,Oita Trinita,Hokkaido Consadole Sapporo,90,3,1,2,.667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Sugeno, Takanori",1,JPN,Consa Sapporo,2020,33,FC Tokyo,Hokkaido Consadole Sapporo,90,6,1,5,.833,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"Sugeno, Takanori",1,JPN,Consa Sapporo,2020,34,Urawa Red Diamonds,Hokkaido Consadole Sapporo,90,1,0,1,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
