Name,#,Nation,Pos,Year,Team,Matchday,Team 1,Team 2,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG
Takuya Matsuura,7,jp  JPN,MF,2020,Yokohama FC,Matchweek 1,Vissel Kobe,Yokohama FC,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
