Name,#,Nation,Pos,Year,Team,Matchday,Team 1,Team 2,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG
Yuta Kamiya,39,jp  JPN,MF,2020,Kashiwa Reysol,Matchweek 1,Kashiwa Reysol,Hokkaido Consadole Sapporo,61,0,0,0,0,2,1,0,0,1,0,0,2,0,0,0
